timestamp,x,y,z,v,com,azi,ele,snr,noise
0,-0.00681345583871007,0.04307052865624428,0.0,0.0,0.043606119056783896,-8.989299004357685,0.0,286,817
1,-0.025891132652759552,0.035087645053863525,0.0,0.0,0.04360611867007548,-36.42357318166456,0.0,286,817
2,0.36792662739753723,0.5408012866973877,0.0,0.0,0.654091763318937,34.22886748260433,0.0,157,853
3,-1.0560857057571411,0.2704007029533386,0.0,0.0,1.0901529975476922,-75.6384862738148,0.0,205,834
4,0.7494801878929138,0.7916520833969116,0.0,0.0,1.0901530044863739,43.4325364126238,0.0,205,834
5,1.1405725479125977,0.2920325994491577,0.0,0.0,1.1773651838715409,75.63849363188925,0.0,167,822
6,0.0,1.8750630617141724,0.0,0.0,1.8750630617141724,0.0,0.0,166,831
7,-3.337230682373047,0.8544659614562988,0.0,0.0,3.4448832645910525,-75.63848985122301,0.0,230,874
8,-5.845945358276367,2.1699228286743164,0.0,0.0,6.23567496060811,-69.63586745707221,0.0,214,741
9,4.551388740539551,5.684682369232178,0.0,0.0,7.282221715010424,38.682189197590624,0.0,226,674
