timestamp,x,y,z,v,com,azi,ele,snr,noise
0,-0.00681345583871007,0.04307052865624428,0.0,0.0,0.043606119056783896,-8.989299004357685,0.0,257,848
1,-0.025891132652759552,0.035087645053863525,0.0,0.0,0.04360611867007548,-36.42357318166456,0.0,257,848
2,0.41425812244415283,0.5614023208618164,0.0,0.0,0.6976978987212077,36.42357318166456,0.0,246,862
3,0.22893211245536804,1.02120041847229,0.0,0.0,1.0465468010563395,12.635625091990569,0.0,188,838
4,0.8176146745681763,0.6532737016677856,0.0,0.0,1.0465468385886776,51.37516340736086,0.0,188,838
5,-0.058595720678567886,1.8741472959518433,0.0,0.0,1.875063077713773,-1.7907846460897747,0.0,151,811
6,-3.337230682373047,0.8544659614562988,0.0,0.0,3.4448832645910525,-75.63848985122301,0.0,158,837
7,-7.054652214050293,1.8062773942947388,0.0,0.0,7.2822219058708235,-75.63848036306388,0.0,200,652
8,4.778957843780518,5.494753360748291,0.0,0.0,7.282221678037958,41.01449833168118,0.0,200,652
9,-0.2957040071487427,0.07571213692426682,0.0,0.36217713356018066,0.3052428336938684,-75.63849761051699,0.0,400,704
10,-4.08807373046875,1.5174285173416138,0.0,0.36217713356018066,4.360611898689248,-69.63586812203778,0.0,174,582
11,0.5450764894485474,4.32641077041626,0.0,0.36217713356018066,4.3606121741933626,7.180755361566885,0.0,174,582
