timestamp,x,y,z,v,com,azi,ele,snr,noise
0,-0.00681345583871007,0.04307052865624428,0.0,0.0,0.043606119056783896,-8.989299004357685,0.0,264,841
1,-0.025891132652759552,0.035087645053863525,0.0,0.0,0.04360611867007548,-36.42357318166456,0.0,264,841
2,-0.9484330415725708,0.44241952896118164,0.0,0.0,1.0465468331387906,-64.99216347768541,0.0,174,851
3,0.16352294385433197,1.033692717552185,0.0,0.0,1.0465468873811667,8.989298950865141,0.0,174,851
4,-1.2250593900680542,0.3136647343635559,0.0,0.0,1.2645774293325311,-75.63848951030299,0.0,163,831
5,-3.270458698272705,1.213943362236023,0.0,0.0,3.4884894415526753,-69.63585804331352,0.0,216,871
6,3.463961124420166,0.8869139552116394,0.0,0.0,3.5757017542635423,75.6384917521142,0.0,177,869
7,-5.690598011016846,2.654517412185669,0.0,0.0,6.279280883555519,-64.99216058650464,0.0,206,757
8,-7.054652214050293,1.8062773942947388,0.0,0.0,7.2822219058708235,-75.63848036306388,0.0,254,656
9,0.11991682648658752,0.12666432559490204,0.0,-0.12072570621967316,0.17442447263221322,43.432537309429016,0.0,210,825
