timestamp,x,y,z,v,com,azi,ele,snr,noise
0,-0.00681345583871007,0.04307052865624428,0.0,0.0,0.043606119056783896,-8.989299004357685,0.0,243,862
1,-0.025891132652759552,0.035087645053863525,0.0,0.0,0.04360611867007548,-36.42357318166456,0.0,243,862
2,0.5341749787330627,0.2955501079559326,0.0,0.0,0.6104856871518213,61.04497617774382,0.0,159,879
3,-0.324320524930954,0.5172126889228821,0.0,0.0,0.6104856824482681,-32.089951972051985,0.0,159,879
4,0.4578642249107361,0.5264434218406677,0.0,0.0,0.6976978750522467,41.01449910395507,0.0,202,849
5,-0.6758947968482971,0.17305652797222137,0.0,0.0,0.6976978846753092,-75.63847894502715,0.0,202,849
6,0.9375315308570862,7.441425800323486,0.0,0.0,7.500252216630536,7.180755818754539,0.0,166,593
7,5.625189304351807,4.9609503746032715,0.0,0.0,7.500252217697103,48.59037957562302,0.0,166,593
8,0.032704588025808334,0.2595846354961395,0.0,0.2414514124393463,0.2616367196392767,7.18075536387034,0.0,220,816
9,-0.2371082603931427,0.11060488224029541,0.0,0.2414514124393463,0.26163670828469765,-64.99216347768541,0.0,220,816
