timestamp,x,y,z,v,com,azi,ele,snr,noise
0,-0.00681345583871007,0.04307052865624428,0.0,0.0,0.043606119056783896,-8.989299004357685,0.0,316,789
1,-0.025891132652759552,0.035087645053863525,0.0,0.0,0.04360611867007548,-36.42357318166456,0.0,316,789
2,-0.9811376333236694,0.3641829490661621,0.0,0.0,1.0465468340759998,-69.63586155678479,0.0,210,809
3,-3.270458698272705,1.213943362236023,0.0,0.0,3.4884894415526753,-69.63585804331352,0.0,270,875
4,-5.690598011016846,2.654517412185669,0.0,0.0,6.279280883555519,-64.99216058650464,0.0,208,751
5,-7.054652214050293,1.8062773942947388,0.0,0.0,7.2822219058708235,-75.63848036306388,0.0,201,676
6,-0.06540917605161667,0.11329201608896255,0.0,-0.6036285161972046,0.13081835200480524,-30.000000059169277,0.0,254,706
7,0.07358532398939133,0.10816025733947754,0.0,-0.6036285161972046,0.13081835182559706,34.228866943002885,0.0,254,706
8,-0.032704588025808334,0.171330988407135,0.0,-0.36217713356018066,0.174424475537419,-10.806922506825282,0.0,297,644
9,0.14171987771987915,0.10168270021677017,0.0,-0.36217713356018066,0.17442446865136513,54.34091064208107,0.0,297,644
