timestamp,x,y,z,v,com,azi,ele,snr,noise
0,-0.00681345583871007,0.04307052865624428,0.0,0.0,0.043606119056783896,-8.989299004357685,0.0,330,775
1,-0.025891132652759552,0.035087645053863525,0.0,0.0,0.04360611867007548,-36.42357318166456,0.0,330,775
2,-0.801262378692627,0.4433251619338989,0.0,0.0,0.9157284524966364,-61.04497346953018,0.0,191,732
3,0.17169907689094543,0.8994876742362976,0.0,0.0,0.9157284800137138,10.806922052021589,0.0,191,732
4,-0.9811376333236694,0.3641829490661621,0.0,0.0,1.0465468340759998,-69.63586155678479,0.0,256,767
5,-1.1855412721633911,0.44005438685417175,0.0,0.0,1.2645773884552867,-69.63586143055568,0.0,151,835
6,-3.1614434719085693,1.4747315645217896,0.0,0.0,3.488489359804641,-64.99216643496297,0.0,175,876
7,-5.690598011016846,2.654517412185669,0.0,0.0,6.279280883555519,-64.99216058650464,0.0,208,755
8,-7.054652214050293,1.8062773942947388,0.0,0.0,7.2822219058708235,-75.63848036306388,0.0,232,673
9,0.11446605622768402,0.13161085546016693,0.0,-0.36217713356018066,0.17442446876306167,41.01449910395507,0.0,378,691
